name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
Campa Cola - 185 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Campa energy drink 250ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
O'ceans Strawberry And Lime Flavour Fruit Drink - O'cean,drinks,0.5,10.0,10.0,0.0,0.012,Not available,Not available,,
Nutrifit Probiotic Drink - Mother Dairy,drinks,1.8,14.6,12.3,0.6,0.2,Not available,Not available,,
RO RE Energy Drink,drinks,0.0,10.9,10.9,0.0,0.0,Ultra-processed foods,Not available,,
Chocolate Flavoured Milk - Mother Dairy - 200ml,drinks,3.4,11.4,6.5,1.2,0.138,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Double Chocolate Milk Shake - Amul - 180ml,drinks,3.11,15.2,14.6,2.78,0.092,Nutri-Score E,Allergens: Milk,,
Nutella - 400 g,chocolates,6.3,57.5,56.3,10.6,0.107,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans",51.0,C
Ginger Crystallized In Dark Chocolate - Chocolove - 3.2 g,chocolates,6.67,53.33,0.0,0.0,0.0,Green-Score A+,Allergens: Soybeans,,
Oreo - Cadbury - 43.75g g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",57.0,C
"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",78.0,A
Cadbury Dairy Milk - Mondelez - 13.2 g,chocolates,5.6,64.2,61.0,0.1,0.231,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk,39.0,D
KitKat - Nestlé - 38.5 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 53/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans",53.0,C
Dark Fantasy Choco Fills - Sunfeast - 300g,chocolates,5.3,64.3,31.7,0.1,0.416,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans",57.0,C
Hide & Seek - Parle - 100g,chocolates,5.9,73.4,32.5,9.4,0.285,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Hide & Seek - PARLE - 120g,chocolates,5.9,73.4,32.2,9.4,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten,57.0,C
5 star chocolate - 5star - 22g,chocolates,3.3,72.9,55.5,10.1,0.425,Nutri-Score E,Allergens: Gluten,,
Chocominis - Amul - 250g,chocolates,5.3,61.1,51.0,0.1,0.15,Nutri-Score E,Allergens: Milk,,
Tiger Krunch ChocoChips - Britannia - 63 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",67.0,B
Kitkat - Nestlé - 18.5g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Milk, Soybeans",,
Cadbury dairy milk - 12.5 g,chocolates,6.8,62.6,50.9,0.0,0.268,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Sulphur dioxide and sulphites",39.0,D
Kitkat mini chocolate coated wafer,chocolates,6.4,47.4,35.1,24.8,0.244,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans",57.0,C
HERSHEY’S CHOCOLATE SYRUP - 623 g,chocolates,1.27,66.6,63.7,0.5,0.182,Nutri-Score D,"Allergens: Gluten, Milk, Soybeans",,
Hershey's syrup - 200g,chocolates,1.27,66.6,63.7,0.5,6.0,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans",,
Muesli dark chocolate cranberry - Yoga bar,chocolates,12.3,67.0,6.7,4.9,0.226,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Soybeans",82.0,A
Dairy milk chocolate - Cadbury - 123g,chocolates,7.8,60.4,47.4,0.1,0.322,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Soybeans",39.0,D
Nutella & Go! - 48 g,chocolates,7.4,62.0,42.3,9.0,0.686,Average impact of products of the same category: C (Score: 51/100),"Allergens: Gluten, Milk, Nuts, Soybeans",51.0,C
Dairy Milk Chocolate - Cadbury,chocolates,7.8,60.4,47.4,0.1,0.322,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Fruit & Nut Silk - Dairy Milk,chocolates,7.8,58.1,37.7,0.1,0.26,Average impact of products of the same category: A (Score: 76/100),"Allergens: Gluten, Milk, Nuts, Soybeans",76.0,A
Waffy - choco flavoured wafer roll - Dukes - 250 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 69/100),"Allergens: Gluten, Milk, Soybeans",69.0,B
Munch - nestle - 8.9g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",87.0,A
Covins chocolate milkshake 200ml -  - 4,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
7622202245558,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Hershey's cocoa powder - Hershey's Hershey's kitchens - 225 g,chocolates,19.6,57.9,0.0,0.0,0.01,Unprocessed or minimally processed foods,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Tiger Krunch ChocoChips - Britannia - 31.5g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",57.0,C
Cadbury Bournvita Shakti 75g pp - 9,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score A,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Lotto Choco Pie 12p - Lotte - 336g,chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,"Allergens: Gluten, Milk",,
Amul Sugar free chocolate - 150g,chocolates,6.0,57.3,0.0,20.4,95.0,Ultra-processed foods,"Allergens: Gluten, Milk",,
99% Cacao Ultimate Dark Chocolate - Amul - 125 g,chocolates,14.7,28.4,1.2,23.1,0.15,Nutri-Score D,"Allergens: Gluten, Milk",,
Snickers Chocolate Bar - Mars - 1 and 45g,chocolates,8.83,57.43,51.84,0.1,0.555,Ultra-processed foods,"Allergens: Milk, Nuts, Peanuts, Soybeans",,
Amul Dark Chocolate - 40g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Nuts, Peanuts, Soybeans",35.0,D
Brittania Gobbles Chocolate Cake - 110g,chocolates,6.0,56.0,29.5,10.0,0.0,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Milk",47.0,C
chocolate cranberry museli - yoga bar - 700g,chocolates,12.3,67.0,6.75,3.5,0.226,Nutri-Score C,"Allergens: Nuts, Soybeans",,
Dairy Milk Minis - Cadbury - 119 g,chocolates,7.8,60.4,47.4,0.1,0.322,Average impact of products of the same category: D (Score: 39/100),"Allergens: Nuts, Soybeans",39.0,D
Myfitness Chocolate Peanut Butter - 510 g,chocolates,26.0,19.0,10.0,10.0,0.875,Average impact of products of the same category: C (Score: 55/100),Allergens: Peanuts,55.0,C
Dairy Milk Silk Oreo - Mondelez International - 60g,chocolates,6.0,56.9,42.7,0.2,0.518,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk",39.0,D
PARLE hide&seek400g - 412.5,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
8901725114404,chocolates,5.9,72.7,36.6,9.1,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
Dark Chocolate Peanut Butter - Yoga Bar - 400g,chocolates,21.0,32.4,8.3,12.3,0.057,Nutri-Score C,"Allergens: Peanuts, Soybeans",,
Dark Chocolate - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Gobbless Choco Chill Cake - Britannia - 50 g,chocolates,6.0,56.0,28.7,10.0,0.0,Average impact of products of the same category: C (Score: 47/100),"Allergens: Peanuts, Soybeans",47.0,C
Protinex Rich Chocolate Flavour 400g Jar - Danone - 6,chocolates,34.0,54.4,0.0,1.5,0.75,Nutri-Score D,"Allergens: Peanuts, Soybeans",,
Barritas de platano y chocolate - Alteza,chocolates,5.8,69.0,29.0,6.4,0.4,Nutri-Score E,"Allergens: Peanuts, Soybeans",,
Dark Chocolate - Amul - 150 g,chocolates,6.0,57.0,0.5,20.0,0.095,Nutri-Score D,"Allergens: Peanuts, Soybeans",,
Horlicks chocolate delight flavour 500g pet,chocolates,7.0,81.0,0.0,1.9,0.872,Not available,"Allergens: Peanuts, Soybeans",,
Original Oreo,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",57.0,C
Cadbury Dairy Milk Chocolate - 24g,chocolates,8.1,60.4,57.3,17.5,0.396,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk,39.0,D
dark chocolate peanut butter - The Whole Truth - 325 g,chocolates,17.7,42.0,14.0,5.71,0.26,Nutri-Score A,Allergens: Peanuts,,
Cadbury Hot Chocolate 200g tube - 7,chocolates,6.7,85.3,70.2,2.0,0.018,Not available,"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",,
Hershey's Cocoa - 70g,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score,"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",,
Twilight Tryst Single Origin Dark Chocolate - Amul - 125,chocolates,6.2,55.8,42.0,20.8,0.012,Average impact of products of the same category: D (Score: 35/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",35.0,D
Horlicks chocolate delight flavour 500g pet,chocolates,7.0,81.0,0.0,1.9,0.872,Not available,"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",,
Snickers - Mars - 12g,chocolates,7.2,61.0,50.3,0.11,0.578,Nutri-Score E,"Allergens: Milk, Peanuts",,
8901058010428,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 56/100),"Allergens: Milk, Peanuts",56.0,C
7622201761677,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Peanuts",,
Diary Milk Chocolate - Cadbury - 20 g,chocolates,5.6,64.2,61.0,18.7,0.231,Nutri-Score E,"Allergens: Milk, Peanuts",,
Snickers - Mars - 22g,chocolates,7.63,60.0,55.0,0.1,0.572,Nutri-Score E,"Allergens: Milk, Peanuts, Soybeans",,
Britannia Good day Chocolate Cookies 400g,chocolates,6.1,68.0,33.4,14.1,0.51,Average impact of products of the same category: C (Score: 53/100),Allergens: Gluten,53.0,C
Horlicks - chocolate delight flavour,chocolates,10.0,78.0,32.0,0.0,74.0,Nutri-Score E,Allergens: Gluten,,
The Whole Truth 71% Dark Chocolate - 80 g,chocolates,8.1,40.2,21.6,30.9,0.007,Processed foods,Allergens: Gluten,,
Chocolate Milk Shake - Epigamia - 180 ml,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk,49.0,C
Dairy Milk Silk Fruit & Nut - Cadbury - 137g,chocolates,7.8,58.1,37.7,0.1,0.26,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Nuts",39.0,D
Dairy Milk Chocolate - Mondelez - 36 g,chocolates,8.0,63.6,43.0,17.5,0.59,Nutri-Score E,"Allergens: Gluten, Milk",,
Butterscotch Flavour - Snickers - 40 g,chocolates,9.9,56.3,44.8,0.1,0.5,Nutri-Score E,"Allergens: Milk, Peanuts, Soybeans",,
Choco Classic Bar - Max Protein - 50 g,chocolates,10.0,26.8,7.9,0.0,0.348,Nutri-Score B,"Allergens: Milk, Nuts, Soybeans",,
7622202031205,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk",74.0,B
Horlicks Women+ Chocolate Flv 400g pet - 5,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
nutties - cadbury - 30g,chocolates,5.0,67.2,57.4,13.9,0.292,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Nuts",39.0,D
Galaxy Milk Chocolate with Cookie Crumble,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Nuts",57.0,C
Pintola peanut butter Dark Chocolate - 1kg,chocolates,18.6,36.4,15.0,11.0,0.038,Nutri-Score C,Allergens: Peanuts,,
Cadbury,chocolates,1.6,77.7,73.4,18.0,0.01,Nutri-Score E,"Allergens: Milk, Sulphur dioxide and sulphites",,
CHOCOLATE,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Sulphur dioxide and sulphites",,
Hide & Seek Caffé Mocha - Parle - 100g,chocolates,5.8,73.6,31.7,9.2,0.355,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Galaxy Fusions -,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 35/100),"Allergens: Gluten, Soybeans",35.0,D
Cadbury Temptations Rum & Raisins - 72 g,chocolates,5.7,61.8,37.6,17.0,0.165,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk,39.0,D
Mayora Malkist Chocolate Flavored Sandwich Cracker Biscuits,chocolates,7.6,66.4,21.3,14.2,1.318,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
8901058015171,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 53/100),"Allergens: Gluten, Milk, Soybeans",53.0,C
High protein super oats chocolate - Alpino Health Foods - 1 kg,chocolates,22.0,52.2,6.0,2.8,0.025,Nutri-Score A,"Allergens: Nuts, Peanuts",,
dark fantasy - Sunfeast - 20,chocolates,5.7,63.9,37.6,11.4,0.1,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Dairy Milk Chocolate - Cadbury,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Waffy Chocolate - Dukes - 60 g,chocolates,3.33,70.0,46.67,0.0,0.208,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",57.0,C
FRUIT N' NUT Dark Chocolate - Amul - 150g,chocolates,7.2,46.7,38.3,0.0,0.082,Average impact of products of the same category: D (Score: 35/100),Allergens: Nuts,35.0,D
Cadbury 5 Star - Mondelez - 40 g,chocolates,7.5,75.0,70.0,12.5,0.188,Nutri-Score E,Allergens: Milk,,
Britannia Treat Croissant Cocoa Crème - 45g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 65/100),Allergens: Milk,65.0,B
Oreo Strawberry Biscuit - 43.75,chocolates,5.2,71.5,38.3,0.1,1.05,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",57.0,C
Britannia nutri choice 200g(sys),chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",57.0,C
Chocolate Peanut butter smooth,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Milkybar Moosha - Nestle,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 76/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",76.0,A
Munch - Nestle - 18 and 100g,chocolates,6.0,50.0,32.9,0.06,0.223,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Sesame seeds, Soybeans",87.0,A
Amul Chocolate Brownie - 1L / 540 g,chocolates,4.4,26.3,22.3,0.4,0.115,Nutri-Score D,"Allergens: Gluten, Milk",,
0941458001846,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Choco Chip Cookies - the Baker's Dozen - 60 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk",67.0,B
Dairy Milk Silk Minis - Cadbury - 153 g,chocolates,7.6,58.5,45.0,0.1,0.312,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk",39.0,D
Chocolate Magic Sundae - Amul - 1 l,chocolates,3.5,27.3,21.6,0.4,0.11,Nutri-Score E,Allergens: Milk,,
Kwality Choco Flakes,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 46/100),Allergens: Gluten,46.0,C
kitkat caramel chocolate coated wafer,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Cadbury Celebrations,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Milkybar Moosha - Nestle,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 76/100),"Allergens: Gluten, Milk",76.0,A
Britannia Treat Croissant Cocoa Crème - 45g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 65/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",65.0,B
Hide & Seek Choco Rolls - Parle - 250g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
Parle,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Soybeans",45.0,C
Dairy milk - Cadbury - 134g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Soybeans",39.0,D
Britannia winking cow chocolate 180ml,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
Fun Foods Chocolate Spread Fudge - Dr.Oetker - 350 g,chocolates,5.2,55.4,46.5,12.3,0.0,Ultra-processed foods,Allergens: Milk,,
Shots - Cadbury - 18 g,chocolates,2.1,76.2,61.5,0.2,0.25,Nutri-Score E,"Allergens: Milk, Sulphur dioxide and sulphites",,
"Dr. Oetker, funfoods, chocolate spread - 425g",chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Sulphur dioxide and sulphites",,
Hazelnut Chocolate ice cream - Kwality Walls,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Sulphur dioxide and sulphites",,
Dark fantasy buy3 get1 - Sunfeast,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Sulphur dioxide and sulphites",57.0,C
Milk shake chocolate flavour - Hershey's - 180 ml,chocolates,1.78,16.8,14.1,1.39,0.129,Green-Score C,Allergens: Milk,,
Ensure chocolate 400g - 400 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
treat burst - Britannia - 14g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Protinex Chocolate Flavour,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Dairy milk chocolate fruit and nut - Cadbury,chocolates,8.5,59.0,52.3,16.4,0.0,Not available,Allergens: Milk,,
"Magnum Chocolate Truffle - Unilever - 62 g, 80 ml",chocolates,2.5,17.0,14.1,0.1,0.089,Average impact of products of the same category: A (Score: 87/100),Allergens: Milk,87.0,A
Sunfeast Dark Fantasy Chocolate Shake 300ml - 8,chocolates,3.1,17.3,12.0,2.0,0.238,Average impact of products of the same category: C (Score: 54/100),Allergens: Milk,54.0,C
Chocobakes - Cadbury - 126 g,chocolates,3.9,63.7,41.1,0.1,0.0,Average impact of products of the same category: C (Score: 47/100),"Allergens: Gluten, Milk",47.0,C
farmlite oats & chocolate Cookies - Sunfeast - 150 g,chocolates,11.0,63.6,25.3,0.0,0.622,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans",57.0,C
Moms magic Cashew & Almonds - Sunfeast - 197 gm,chocolates,7.9,67.2,22.7,0.06,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Nuts, Soybeans, Sulphur dioxide and sulphites, Milk",57.0,C
COCOA POWDER,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score,"Allergens: Gluten, Nuts, Soybeans, Sulphur dioxide and sulphites, Milk",,
Amul Pro Chocolate 500g pp - 5,chocolates,8.0,75.8,36.4,1.5,0.5,Nutri-Score E,Allergens: Milk,,
8901058875577,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk,39.0,D
Dairy Milk - Cadbury - 23 g,chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Milk,,
dairy milk - cadbury - 12 gram,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Sulphur dioxide and sulphites",39.0,D
Little Joys Nutrimix Chocolate Flavour,chocolates,26.5,59.1,44.1,0.735,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Nuts",,
Winkies chocolate swiss roll,chocolates,6.75,59.41,28.91,4.21,0.259,Not available,"Allergens: Gluten, Milk, Nuts",,
hot chocolate - Cadbury - 200g,chocolates,6.7,85.3,69.9,2.0,0.018,Processed foods,Allergens: Sulphur dioxide and sulphites,,
Chocolate Milkshake - Cavin's - 1 Liter,chocolates,3.0,17.6,33.0,3.6,234.25,Average impact of products of the same category: C (Score: 54/100),Allergens: Milk,54.0,C
Munch Max - Nestle - 42g,chocolates,5.6,49.8,30.7,22.6,0.198,Nutri-Score E,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Galaxy milk chocolate 20g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",39.0,D
1 pound,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",54.0,C
Soya Chocolate Flavor Drink - Hershey's Sofit - 1L,chocolates,3.2,12.3,10.2,0.18,0.292,Nutri-Score C,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Hide & Seek Milano Chocolate Chip - Parle - 75g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",70.0,B
Parle Bode&seek 120g(26) - 250g,chocolates,5.8,73.6,32.0,9.2,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",57.0,C
7 Grain Breakfast Cookie Choco Almond - Max Protein - 60 g,chocolates,20.0,36.8,0.0,0.0,0.733,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",,
Endura Mass Chocolate Flavour,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",,
MuscleBlaze Protein Peanut Butter Creamy Dark Chocolate - 750g,chocolates,27.0,30.0,20.3,0.009,0.325,Average impact of products of the same category: C (Score: 55/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",55.0,C
Junior Horlicks Chocolate flavour,chocolates,12.0,74.0,10.0,3.2,1.0,Nutri-Score E,"Allergens: Gluten, Milk",,
Brittania Maska chaska - Britannia,chocolates,7.0,60.0,10.0,13.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Cadbury Temptations Rum & Raisin Chocolate Bar - 72 g,chocolates,5.7,61.8,53.2,17.0,0.168,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Sulphur dioxide and sulphites",39.0,D
Oreo Original,chocolates,5.2,71.9,38.8,9.7,1.05,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Sulphur dioxide and sulphites",57.0,C
Oreo Original,chocolates,5.2,71.9,38.8,9.7,1.05,Average impact of products of the same category: C (Score: 57/100),Not available,57.0,C
Sofit Soya Chocolate Flavor Drink - Hershey's,chocolates,3.22,12.2,10.0,0.167,0.292,Average impact of products of the same category: A (Score: 89/100),Not available,89.0,A
Dark Chocolate Peanut Butter - Crunchy - The Whole Truth,chocolates,17.7,42.0,0.0,0.0,0.26,Not available,Not available,,
Dairy Milk Chocolate - Cadbury,chocolates,7.8,60.4,0.0,29.2,0.0,Not available,Not available,,
8901652140231,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Not available,57.0,C
Britannia NutriChoice oats chocolate & almond - 75g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),Not available,70.0,B
Horlicks Chocolate,chocolates,10.0,78.0,14.0,1.4,0.875,Not available,Not available,,
Parle Bode&seek 120g(26) - 250g,chocolates,5.8,73.6,32.0,9.2,0.0,Average impact of products of the same category: C (Score: 57/100),Not available,57.0,C
Hershy's Kisses cookies 'n' creme - Hershey's,chocolates,6.6,60.0,54.4,17.5,0.0,Nutri-Score E,"Allergens: Gluten, Milk",,
CHOCOLATE PEANUT BUTTER - MYFITNESS - 510,chocolates,23.0,24.0,11.0,0.0,0.34,Nutri-Score D,Allergens: Peanuts,,
Hide & Seek Milano Chocolate Chip - Parle - 75g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),Allergens: Peanuts,70.0,B
Chocolate Whey Protien with Almonds Muesli - Baggry's,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans",82.0,A
Chocobakes - Cadbury - 75 g,chocolates,5.1,66.2,39.7,0.1,0.488,Green-Score B,"Allergens: Gluten, Milk",,
7622202047886,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk",52.0,C
Britannia Fudge It - Chocolate Brownie - 120 g,chocolates,5.0,58.5,40.8,13.0,0.435,Nutri-Score E,"Allergens: Gluten, Milk",,
Milky bar - Nestlé - 42 g,chocolates,11.1,51.6,39.9,0.05,0.388,Green-Score D,"Allergens: Milk, Sesame seeds, Soybeans",,
Nextar Soft Brownies - Nabati - 36 g,chocolates,5.0,68.0,25.0,9.0,0.605,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
Endura Mass Chocolate Flavour,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
Hide & Seek Black Bourbon - Parle - 100 g,chocolates,5.2,75.7,42.6,0.0,0.432,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
Chocos Fills - kellogg's - 250 g,chocolates,7.0,72.0,30.5,4.8,0.75,Average impact of products of the same category: C (Score: 46/100),"Allergens: Gluten, Milk, Soybeans",46.0,C
